date,open,high,low,close,adj_close,volume
2022-11-22,30185.583685897167,30264.084114568836,29843.49515184825,30248.357076505617,30248.357076505617,14495.881087040518
2022-11-23,31750.61368382917,32179.057708127802,31506.78277030282,31779.41757122138,31779.41757122138,11972.359484392988
2022-11-24,32667.837514579413,32709.249915005104,32488.043146542528,32525.98438006461,32525.98438006461,20299.16865969877
2022-11-25,31993.15977685188,32311.238337684987,32109.544206946066,32241.94064250539,32241.94064250539,15426.45868641511
2022-11-26,30553.555217647605,30625.460701010717,30340.681237800178,30425.858679038785,30425.858679038785,20401.921610097357
2022-11-27,29297.03388291113,29842.4826104397,29259.401979317812,29263.23153480096,29263.23153480096,25402.322228758465
2022-11-28,30354.858317561822,30893.23542330369,30347.263100538683,30475.560482347544,30475.560482347544,47719.31136284543
2022-11-29,32351.939252920427,32487.388417856386,32361.896035251135,32459.47049222535,32459.47049222535,34415.04239126768
2022-11-30,33992.56524728005,34046.56250790673,33464.056322601886,33824.92594455923,33824.92594455923,43398.95142731849
2022-12-01,34424.37781815083,34726.90969157021,34480.74774779964,34518.9285061451,34518.9285061451,38414.06002849329
2022-12-02,33126.32594291603,33364.215774988144,33097.709405546,33241.66099397563,33241.66099397563,14500.125221065271
2022-12-03,31423.522295322044,31520.473953720302,31051.13624951134,31309.79084108557,31309.79084108557,39436.81625495796
2022-12-04,30419.068598733942,30509.96710324451,30193.92603574175,30385.21331110535,30385.21331110535,21003.95526236498
2022-12-05,29757.5031709157,30234.1019993427,29756.814472993265,29851.29572856934,29851.29572856934,35564.31387978826
2022-12-06,30610.69195515464,30627.165937766847,30292.206251906984,30589.02945761418,30589.02945761418,23638.47894571954
2022-12-07,31805.50306993102,31951.56491293099,31836.955668537914,31908.078338295047,31908.078338295047,49906.89053058637
2022-12-08,31934.46745776298,31998.398864058472,31761.77371181609,31824.38531792072,31824.38531792072,20542.05917987111
2022-12-09,31042.087414942434,31035.086696049642,30935.808599539792,30935.95031845512,30935.95031845512,21165.218830970785
2022-12-10,28836.133624471775,28813.016785618296,28532.851457795638,28782.93300458958,28782.93300458958,47226.89022249593
2022-12-11,27067.388594283406,27104.214688651948,26910.31942288763,27031.222488158703,27031.222488158703,10985.776185452907
2022-12-12,28362.888224899096,28667.452529460013,28010.302799947676,28186.76941241236,28186.76941241236,37867.559514927874
2022-12-13,29674.042540209273,29685.59766687717,29583.655840903833,29674.07390747045,29674.07390747045,39013.055629435126
2022-12-14,31189.843242573686,31348.25046445876,31214.022225563866,31308.030655115766,31308.030655115766,43455.14309641597
2022-12-15,31063.32649308516,31228.50998100345,30965.20345587152,31018.37910180193,31018.37910180193,48977.572425539016
2022-12-16,29909.233778729813,29921.7342603677,29613.285126567982,29700.6290737761,29700.6290737761,49024.076766266095
2022-12-17,27955.60914320752,28294.49115363818,28043.85856960094,28057.085092526104,28057.085092526104,12611.070302658556
2022-12-18,26399.883361382315,26563.77568245755,26016.08528021841,26436.029638051714,26436.029638051714,42873.5729101161
2022-12-19,27088.245790827576,27275.202169563527,26997.19604686823,27046.60118701743,27046.60118701743,35852.397346295256
2022-12-20,28341.084002458807,28673.1607938196,28274.806456955135,28346.47448735938,28346.47448735938,35893.68537492365
2022-12-21,29702.589899726372,30030.08933636784,29671.31189663707,29800.820257764102,29800.820257764102,15133.997064587791
2022-12-22,30034.87527706534,29983.216584490103,29773.85109714231,29922.689491442296,29922.689491442296,36007.48665782613
2022-12-23,30035.273990135254,29954.125087937402,29767.025083289907,29803.26991793353,29803.26991793353,49299.303224049916
2022-12-24,28117.129175362017,28110.343698778226,27967.641421795342,28097.516029459628,28097.516029459628,46472.74278157788
2022-12-25,26432.69507024484,26588.854381279136,26258.841092763836,26523.10189921844,26523.10189921844,27565.22643219402
2022-12-26,27202.20084255757,27421.368338152974,27073.176294160192,27357.096895062918,27357.096895062918,11597.918931443774
2022-12-27,28372.665313500875,28431.251866225815,28226.783002231015,28346.867715378758,28346.867715378758,24491.739600008194
2022-12-28,30161.87989251412,30374.23441199422,29678.18416791037,30051.492158182493,30051.492158182493,43055.61246402221
2022-12-29,29541.896410685036,29585.086496338292,29292.876898068112,29494.379636035497,29494.379636035497,38059.96405860664
2022-12-30,27784.48756173116,27833.559272881175,27647.801980671044,27784.727945823044,27784.727945823044,28373.746223758255
2022-12-31,26125.226122473745,26376.970721310347,26026.02816782012,26184.153287652676,26184.153287652676,12204.061406353245
2023-01-01,25398.611548615336,25745.72200967207,25113.807148344775,25507.827911887143,25507.827911887143,27075.789112932103
2023-01-02,26099.709724907498,26261.75615530241,25837.715124615148,26016.23459227501,26016.23459227501,28760.99758871534
2023-01-03,27649.9802585208,27678.083110352218,27316.368710526087,27558.603096382245,27558.603096382245,47142.22131576544
2023-01-04,28853.670915219886,29148.478442351137,28862.091070075654,29008.243893888957,29008.243893888957,35643.44414328638
2023-01-05,28850.689336316205,28751.218139170138,28688.85082493085,28691.70543849814,28691.70543849814,22466.116666185953
2023-01-06,27343.631790626943,27561.36603119987,27095.436784658214,27286.224668537543,27286.224668537543,31012.730578028855
2023-01-07,25496.859471467298,25386.911124359223,25275.492744367362,25356.900006952717,25356.900006952717,12642.212312886402
2023-01-08,24705.689679450425,24865.017744993245,24702.638762907594,24839.902454298935,24839.902454298935,48902.72942598947
2023-01-09,25297.85172333451,25469.048503732825,25413.255248253005,25434.43413887605,25434.43413887605,24402.39607722904
2023-01-10,26138.209775519306,26156.22251601233,26036.22411040154,26153.106706496037,26153.106706496037,29114.694196525434
2023-01-11,27965.619779184308,28134.59635387383,27520.05321959169,27915.34133649479,27915.34133649479,24211.358969476903
2023-01-12,28325.158818372223,28433.532912598384,27832.674413737313,28145.522736079525,28145.522736079525,37300.469204648005
2023-01-13,26832.11096154481,27080.40408280829,26438.060555169573,26761.503070163297,26761.503070163297,36489.28633318372
2023-01-14,25344.067810797602,25537.72820814247,25347.464750974163,25368.335938478805,25368.335938478805,38612.89242116542
2023-01-15,24735.640113196958,25036.55550385481,24658.52022429892,24838.277033963546,24838.277033963546,20725.729184476833
2023-01-16,25849.639690586446,26157.317656035273,25460.576908166735,25726.63963331453,25726.63963331453,22626.73924656264
2023-01-17,26810.75297442949,27035.015866542464,26869.39943884916,26907.223517004564,26907.223517004564,15010.049243848318
2023-01-18,28515.65682985755,28617.427933061816,28168.479951995425,28352.809974380318,28352.809974380318,36220.398873844504
2023-01-19,28912.725764914332,29269.567261902255,28915.654405799476,28941.164229874983,28941.164229874983,11591.885093426103
2023-01-20,28542.436334934715,28585.341545541458,28081.147141623464,28383.37812767293,28383.37812767293,33907.29342093837
2023-01-21,26512.678861651293,26582.415801680912,26154.550594635057,26444.785732645367,26444.785732645367,44787.835394065354
2023-01-22,25292.69802960596,25756.884739619065,25303.979788980992,25306.397578550204,25306.397578550204,45633.28593158534
2023-01-23,25124.01299415746,25372.30572873839,24925.473942457447,25175.95263134007,25175.95263134007,27961.510414798468
2023-01-24,26143.95117686649,26243.00824130282,26105.315588076104,26178.041964601096,26178.041964601096,28372.14752852295
2023-01-25,28227.32919033707,28684.378664074262,28007.120043080085,28184.497521099547,28184.497521099547,13078.767320320694
2023-01-26,29293.055724799626,29743.528589696,29201.187716441644,29285.340075177854,29285.340075177854,36830.601017721434
2023-01-27,28144.395207817583,28481.690841977175,27682.933577299027,28203.776348624455,28203.776348624455,42850.37681491382
2023-01-28,26989.974380433767,27335.617270856907,26966.74789210623,27006.53752146553,27006.53752146553,19786.20218418852
2023-01-29,26149.654571198018,26346.31095462803,26054.4491578794,26141.7968682261,26141.7968682261,26852.035265334587
2023-01-30,26029.086121274948,26729.91001198428,26161.100579724087,26241.959530716427,26241.959530716427,43553.57347061081
2023-01-31,28068.66679025086,28299.704542474094,27775.69354040756,28022.84997877199,28022.84997877199,45084.81870649152
2023-02-01,30294.088784834647,30504.8427313168,30177.850171376518,30392.060907306328,30392.060907306328,19727.199210569037
2023-02-02,30681.53718722367,30915.8212958773,30660.827206454152,30796.870427544243,30796.870427544243,32022.82538165457
2023-02-03,30364.89915497696,30704.31670144409,30295.132087192436,30533.63358968803,30533.63358968803,17699.726025433083
2023-02-04,27345.366511751417,27676.54147949556,27169.038244736905,27524.755761538207,27524.755761538207,14075.150565582262
2023-02-05,26754.603597651356,26946.38663275646,26826.21798277879,26890.148347962586,26890.148347962586,46444.820055678305
2023-02-06,27285.492326111496,27377.23464266492,27255.55845567301,27356.394421874546,27356.394421874546,42820.30016928437
2023-02-07,29002.40930569564,28819.602017522888,28790.778857322653,28807.083391942982,28807.083391942982,40401.396072126954
2023-02-08,30400.56845792256,30603.949343285414,30383.62112880441,30453.15642551208,30453.15642551208,11950.652752525617
2023-02-09,29899.86951863132,29938.22952337787,29784.648795181805,29882.094508004517,29882.094508004517,43749.151708410296
2023-02-10,28766.74803697317,29065.291261161616,28591.558282490216,28726.69989832254,28726.69989832254,27521.76303621535
2023-02-11,27219.35742659507,27225.918833332435,27199.42042447588,27206.250907973485,27206.250907973485,23695.804931834384
2023-02-12,26891.89491850839,27097.357486011173,26682.19007680843,26899.63926458099,26899.63926458099,31859.054441015058
2023-02-13,26943.69731887713,27283.94455868021,26846.061669460018,27063.226695237056,27063.226695237056,13654.129708942233
2023-02-14,28404.26529391973,28295.151369322502,28123.297882500505,28259.172539091807,28259.172539091807,40265.861974095955
2023-02-15,29789.20632696469,29886.88711986982,29378.72785556917,29608.486662600902,29608.486662600902,33297.40307553184
2023-02-16,30320.644391832557,30672.57358244529,30355.647761062985,30488.910261244826,30488.910261244826,17463.603874926703
2023-02-17,29505.32429122281,29921.827271036083,29515.208891740655,29607.727150311446,29607.727150311446,17529.287990761823
2023-02-18,27615.860738085303,27841.767399637072,27298.680426564886,27643.841772323005,27643.841772323005,17369.94606290697
2023-02-19,26758.463043625397,27043.071060714057,26719.403892649283,26854.916823116415,26854.916823116415,12280.09550207736
2023-02-20,27376.774692928906,27522.67561629098,27087.356256973846,27326.17813758332,27326.17813758332,33511.9379748674
2023-02-21,29337.866057910436,29455.619908150504,29214.46017192316,29410.6932781511,29410.6932781511,43613.92710354032
2023-02-22,30876.364983294465,30769.869796318715,30566.978524051927,30659.859376513803,30659.859376513803,10699.928559495544
2023-02-23,31037.805702442172,31112.41973398054,30826.338664357434,30918.750843007812,30918.750843007812,11960.185798850942
2023-02-24,29698.39550374172,29698.213201907693,29520.45999882198,29677.1381006785,29677.1381006785,32910.81106747783
2023-02-25,27349.073976839467,27513.180449491134,27196.067573298595,27246.375350507493,27246.375350507493,42779.827415442094
2023-02-26,26459.466865712286,26469.150352066797,26229.374784338226,26348.876823276554,26348.876823276554,23069.55562274534
2023-02-27,26845.732250353543,26966.083385987877,26617.653026819666,26902.12699915937,26902.12699915937,23984.575952308885
2023-02-28,28423.254648327766,28823.475119488296,28157.096440022444,28504.87637278196,28504.87637278196,33853.85989987104
2023-03-01,29995.589757692716,30075.87039898783,29792.00384123939,29987.77545139575,29987.77545139575,20968.515564965877
2023-03-02,29788.976232613222,29706.740179948767,29685.748991650424,29702.81262016343,29702.81262016343,11064.334643107366
2023-03-03,28460.83733288285,28557.429283900936,28285.278148689322,28446.931293017507,28446.931293017507,39409.140724063844
2023-03-04,26418.8691104301,26621.35158546213,26410.479877337886,26576.5687586492,26576.5687586492,35025.996517658125
2023-03-05,25049.589013880068,25402.699544269923,25025.368637222,25129.871458275153,25129.871458275153,33230.23996222636
2023-03-06,25464.5538558756,25496.996042764622,25388.271498057304,25471.95114223504,25471.95114223504,39667.365159672925
2023-03-07,27266.602655511077,27360.05032416871,26993.849497354375,27274.16921594366,27274.16921594366,37009.2335024815
2023-03-08,30014.709029529247,29841.914312456724,29687.36479334304,29817.454811850268,29817.454811850268,18235.279527132847
2023-03-09,30188.86746381918,30436.12586386636,30026.850197707117,30327.46625805908,30327.46625805908,24099.241877734046
2023-03-10,29461.241711840823,29420.454801722375,29200.29326411265,29410.682787657235,29410.682787657235,15044.405667145
2023-03-11,27823.365864502062,27682.57289191001,27474.842428206353,27674.454553669235,27674.454553669235,15194.280536715241
2023-03-12,25896.655254798738,25809.908617817808,25592.716025865986,25669.510280256458,25669.510280256458,37047.82985426157
2023-03-13,26038.536140006345,26211.556065834928,26028.9358410744,26078.97588232474,26078.97588232474,44344.00427929993
2023-03-14,27758.426577868613,27989.804686956533,27310.1501346398,27709.283632596595,27709.283632596595,48509.30335444556
2023-03-15,30598.073369860456,30891.01268277798,29919.11362293952,30541.09733414059,30541.09733414059,35133.884701977775
2023-03-16,30887.18756469826,31116.412038621187,30746.294779715692,30867.63939154293,30867.63939154293,17364.052934438278
2023-03-17,29962.969876822557,30111.435436505668,29936.21507320241,29972.854396946488,29972.854396946488,14226.013817957228
2023-03-18,28300.090774938948,28400.174689102783,28149.592106292832,28256.493235988943,28256.493235988943,42514.03886147031
2023-03-19,26373.37094289397,26805.580426804823,26449.06446624117,26626.595551415936,26626.595551415936,33150.25905439997
2023-03-20,27688.936447472588,27679.71943412473,27556.595973354884,27620.729498466324,27620.729498466324,34731.4008405488
2023-03-21,29609.50645047725,29846.4370746458,29237.84638892859,29596.888660111053,29596.888660111053,41258.483550188364
2023-03-22,31570.34978925611,31727.29540378271,31546.583127095655,31592.597278933936,31592.597278933936,38131.08910929806
2023-03-23,31765.312310901423,31616.42492377423,31461.077473511188,31560.62609132947,31560.62609132947,43378.330114243865
2023-03-24,31148.971179155236,31383.533991686243,31083.2797306234,31216.46458103429,31216.46458103429,12248.556218395139
2023-03-25,28776.226174626725,29245.563599087905,28732.21645141034,28816.53377353323,28816.53377353323,39900.825469860196
2023-03-26,28263.558984890587,28301.923338476015,27896.61555457619,28064.403654670114,28064.403654670114,44034.110292883815
2023-03-27,29499.14787688298,29644.31814941337,29458.90337005858,29582.354007367965,29582.354007367965,21445.40169833257
2023-03-28,30632.26696181034,30814.03386629041,30575.618139314785,30687.278490103992,30687.278490103992,35617.89095973011
2023-03-29,31989.61972826089,32087.082090094274,31784.291424009636,32004.322270603974,32004.322270603974,22566.482553478883
2023-03-30,32560.943941153637,32513.928024716224,32388.970246816636,32476.87049294068,32476.87049294068,48318.84265929816
2023-03-31,31200.354250854693,31205.538140066048,31023.786699416938,31179.574000119363,31179.574000119363,11336.942897420151
2023-04-01,28575.974473766117,28713.999302877168,28613.68243525097,28705.237008481345,28705.237008481345,33191.7137533182
2023-04-02,27640.742973808396,27723.36023044681,27359.06134345161,27693.959830121115,27693.959830121115,16660.141881980602
2023-04-03,27524.795069729727,27778.30633640993,27584.411309285137,27585.530513050948,27585.530513050948,38488.808207086346
2023-04-04,29414.7972691476,29864.623973988175,29288.7710425514,29422.519373669904,29422.519373669904,17035.611336746482
2023-04-05,30605.584267717328,30674.498258855914,30344.659726626483,30562.999901854346,30562.999901854346,19415.3304759343
2023-04-06,31802.510219744807,32034.650240071824,31683.269703661128,31760.68964415601,31760.68964415601,29774.832441830324
2023-04-07,30145.903156819793,30341.160741894884,30184.39678071148,30323.504332224635,30323.504332224635,46593.397999875124
2023-04-08,28569.86239677296,28979.41016554774,28293.647875868246,28463.468298016876,28463.468298016876,18468.57488591883
2023-04-09,27849.925125538142,27985.40315453243,27765.874851405646,27824.66824093848,27824.66824093848,15769.60084472414
2023-04-10,27770.411827273754,27959.781983603178,27617.638772142753,27631.958622514365,27631.958622514365,40359.07327416123
2023-04-11,29390.301067846867,29681.421397933085,29042.306485781635,29345.8812351178,29345.8812351178,30024.78129335724
2023-04-12,31709.777553333937,31710.362905901962,31528.23941739904,31599.64525756036,31599.64525756036,46471.40449527086
2023-04-13,31265.280711217663,31332.422795909704,31040.549547368693,31218.62618007265,31218.62618007265,15864.582286393692
2023-04-14,30400.00701919584,30591.06376820127,30150.34344035425,30265.384443575564,30265.384443575564,35837.115720921574
2023-04-15,28748.54562819663,28772.146112792347,28596.18742031861,28696.32056459485,28696.32056459485,19315.165846072603
2023-04-16,28031.881810075978,28082.389406740742,28031.718597284074,28041.673334720268,28041.673334720268,16270.417146065573
2023-04-17,28073.16399111877,27962.25670186381,27844.50788734845,27845.920519074083,27845.920519074083,37337.17660629082
2023-04-18,28874.788570061322,28988.836203971907,28653.820629938644,28785.884857833335,28785.884857833335,33747.38479634933
2023-04-19,30704.42272804357,30776.90379495633,30507.28260190262,30647.04828594313,30647.04828594313,40193.09833449325
2023-04-20,31090.632720698777,31463.05121570506,31134.06857347473,31218.26316235261,31218.26316235261,22378.503057847294
2023-04-21,30169.120160015995,30304.767615414195,30199.54715216379,30297.95092176235,30297.95092176235,27918.866255287598
2023-04-22,28801.441298620048,28926.16439661759,28666.962781872346,28772.16975040586,28772.16975040586,26218.867053216738
2023-04-23,27401.15084363021,27433.355906211535,26955.930139879136,27386.598723853385,27386.598723853385,49363.57855866057
2023-04-24,27864.03585572592,28236.62724146748,27706.017569876014,27925.448112226753,27925.448112226753,21689.958269575516
2023-04-25,29686.275264138687,29738.35304062037,29576.4095029758,29672.17699417748,29672.17699417748,21792.689533870674
